"","AC.PA.Close","AI.PA.Close","AIR.PA.Close","ATO.PA.Close","BNP.PA.Close","CAP.PA.Close","CS.PA.Close","ENGI.PA.Close","GLE.PA.Close","KER.PA.Close"
"1",0.0288828917189456,-0.0234679767095507,-0.00307749363492871,0.0264781389011084,-0.00471351115301299,0.00585373479846485,-0.0193731138274646,0.0043613588230289,-0.00434177523726698,-0.0711470751807894
"2",-0.0107335735483582,-0.0136306720875083,-0.0230726508927619,-0.0512932292034227,0.009258604385602,-0.0221302361381142,-0.0132257847914348,-0.000310844766734597,-0.00734500069521538,0.00351976468270543
"3",0.0138129850294897,0.008459923404323,-0.00925291287211127,0.00921421617906493,-0.0199459733115219,0.00989617150885902,0.00147817436381992,0.00124303667801717,0.00951820704596162,0.0320208474562031
"4",-0.0118964052191397,-0.00422101544083908,-0.00741314548877714,0.175484819178024,0.0105396814263168,0.0117475352981753,0.00999420920413696,0.00927361309155739,0.00981940368228784,-0.00682905946658963
"5",-0.0113130922587938,-0.00282397164754578,-0.00785631752521887,-0.116464622483712,-0.00162566516055396,-0.0376842121691832,-0.0525409765708069,0.00123004059064336,-0.00765083479576711,-0.0169762777400679
"6",-0.0114426376195209,-0.0154548591712507,-0.00713680356343627,-0.0019782721624324,-0.00236937272109827,0.0067984959032179,-0.0177270321516834,-0.0670411559886754,0.0156314837150346,-0.0220597558808144
"7",0.00512882028012207,-0.00243314689115248,0.00493632147703238,0.0730112010908606,0.00281297759782717,0.0166733042701992,-0.0139022942430929,-0.00164450439456898,-0.0531521645210162,0.0176560976099074
"8",0.0161898420791711,0.00706170212136037,0.0149199380133425,-0.0451842155839524,0.00868488502073905,0.00197235710126353,0.0245140744002348,0.00590747727952134,-0.0102754706318855,-0.00534067055698806
"9",-0.00264012172875772,0.0113700056430783,0.0139454397318044,-0.0111354161043815,0.0198801453892381,0.0102917157952778,0.0132615764770017,0.0113878043848912,0.0246875559381414,0.0092896985401616
"10",-0.00337023396913461,0.01381862402528,0.0166056854091146,-0.022151981824253,0.00487322112555511,0.0072868913911428,0.0194180678768161,0.01221883573271,0.00562707659845474,0.00378243881446316
"11",-0.024409314643167,0.00224901162998226,0.00567971739151218,-0.00199305750300649,0.00953401962985545,-0.00533855229191804,0.00509523010936563,0.00287213362046002,0.0123482732071212,0.00647249607156297
"12",0.0239269109366282,-0.00171306086273404,-0.0161354258585362,-0.000498885663327009,0.00832098938392534,-0.000486766157098195,0.00803935995222282,0.00951485601862556,0.0257927484441294,-0.00240344949195759
"13",0.0062529862714622,-0.00332748043131037,-0.0118314130671102,0.026589482574904,0.00602116672617825,0.0019455704495126,-0.000890152678924672,-0.00855926788668349,0.0130320031631248,0.000150350529048104
"14",-0.00915221343210204,0.00279152966406215,0.00467372938059718,0.0187731232170512,-0.0015368583540738,0.00629695964417909,-0.00804654827783224,0.00508098421064629,0.0371900821336997,0.0189176894986538
"15",0.0117860138762,0.00182104390618765,0.00815820693119118,0.00475736258872228,0.0032107707114637,0.00913245409192776,-0.0014972076230233,0.00505529826500117,0.00658259132031258,-0.0063651871726158
"16",-0.0117860138762,-0.00967856000083067,-0.00652117475406122,0.00756507384093208,-0.00195311709760926,-0.00961545869944214,0.00537957992228533,-0.00537211211256716,-0.00621574505252553,0.0134229840772226
